"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"uk_a39_tortoise/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"uk_a39_tortoise/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"uk_centurion_mk_3/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"uk_centurion_mk_3/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"uk_charioteer_mk_7/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"uk_charioteer_mk_7/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"uk_fv221_caernarvon/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"uk_fv221_caernarvon/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m18_super_hellcat/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m18_super_hellcat/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m26_pershing/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m26_pershing/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m26_t99/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m26_t99/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m26e1_pershing/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m26e1_pershing/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m36/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m36/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m41_walker_bulldog/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m41_walker_bulldog/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m46_patton_73_armor_bat/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m46_patton_73_armor_bat/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m4a3e2_76w_sherman_jumbo/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m4a3e2_76w_sherman_jumbo/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_m4a3e8_76w_sherman/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_m4a3e8_76w_sherman/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_t25/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_t25/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_t28/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_t28/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
"us_t32/verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"[Thunder Liga] Verve";"<color=#CCA43B><TL> Verve camouflage</color>";"[썬더 리그] Verve Team";"<color=#CCA43B><TL> Verve camouflage</color>";"<color=#CCA43B><TL> Verve camouflage</color>";"【雷霆聯賽】Verve";"<color=#CCA43B><TL> Verve camouflage</color>";;
"us_t32/verve/desc";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder League] Team Verve";"[Liga Thunder] Verve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder liga] Verve";"[Thunder Ligi] Verve";"【雷\t霆\t联\t赛\t】\tVerve";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"[Thunder Liga] Verve";"<Thunder League> Special Verve Tournament camouflage";"[썬더 리그] Verve Team";"<Thunder League> Special Verve Tournament camouflage";"<Thunder League> Special Verve Tournament camouflage";"【雷霆聯賽】Verve";"<Thunder League> Special Verve Tournament camouflage";;
