"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"weapons/40mm_39_vickers_terni_mod1915_1917_naval_user_cannon";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";;
"weapons/40mm_39_vickers_terni_naval_user_cannon";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1917";;
"weapons/76mm_40_ansaldo_mod_1917_naval_user_cannon";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";"Cannone da 76/40 Ansaldo Modello 1917";;
"weapons/40mm_39_vickers_terni_mod15_17_modif1930_naval_user_cannon";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";"Cannone Mitragliera da 40/39 Vickers-Terni Modello 1930";;
"weapons/13_2mm_76_breda_mod31_naval_user_machinegun";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";"Mitragliatrice Pesante da 13.2/76 Breda Modello 1931";;
"weapons/135mm_45_oto_mod1938_naval_user_cannon";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";"Cannone da 135/45 OTO Modello 1938";;
"weapons/127mm_38_eu_mk12_turret_mk30_single_naval_user_cannon";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";"Cannone da 127/38 Mk.12, Torretta Mk.30";;
"weapons/76mm_50_eu_mk33_twin_naval_user_cannon";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";"Cannone da 76/50 Mk.22, Torretta Mk.33";;
"weapons/37mm_54_breda_mod1938_mod39_aircool_single_naval_user_cannon";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";"Cannone Mitragliera da 37/54 Breda Modello 1939";;
"weapons/120mm_50_oto_1936_naval_user_cannon";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";"Cannone da 120/50 OTO Modello 1936";;
"weapons/120mm_50_oto_1933_naval_user_cannon";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";"Cannone da 120/50 OTO Modello 1933";;
"weapons/20mm_65_breda_naval_user_cannon";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";"Cannone Mitragliera da 20/65 Breda Modello 1935";;
"weapons/65mm_64_ansaldo_terni_mod_1939_naval_user_cannon";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";"Cannone da 65/64 Ansaldo-Terni Modello 1939";;
"weapons/20mm_70_isotta_fraschini_mod1939_naval_user_cannon";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";"Cannone Mitragliera da 20/70 Isotta-Fraschini Modello 1939";;
"weapons/120mm_45_canet_schneider_armstrong_1918_naval_user_cannon";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";"Cannone da 120/45 Schneider-Canet-Armstrong Modello 1919";;
"weapons/152mm_53_mod_45_1926_naval_user_cannon";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";"Cannone da 152/53 Ansaldo Modello 1926";;
"weapons/100mm_47_1928_naval_user_cannon";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";"Cannone da 100/47 OTO Modello 1928";;
"weapons/152mm_53_mod_45_1929_naval_user_cannon";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";"Cannone da 152/53 OTO Modello 1929";;
"weapons/152mm_55_mod_45_1934_naval_user_cannon";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";"Cannone da 152/55 Ansaldo Modello 1934";;
"weapons/37mm_54_breda_mod1938_mod38_aircool_twin_naval_user_cannon";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";"Cannone Mitragliera da 37/54 Breda Modello 1938";;
"weapons/20mm_oerlikon_3s_single_naval_user_cannon";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";"Cannone Mitragliera da 20/70 Oerlikon Tipo S";;
"weapons/37mm_54_breda_mod1938_mod32_watercool_twin_naval_user_cannon";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";"Cannone Mitragliera da 37/54 Breda Modello 1932";;
"weapons/203mm_50_ansaldo_mod1924_naval_user_cannon";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";"Cannone da 203/50 Ansaldo Modello 1924";;
"weapons/203mm_50_ansaldo_mod1927_naval_user_cannon";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";"Cannone da 203/50 Ansaldo Modello 1927";;
