"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"pp_2000_1";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";"PP-2000";;
"pp_2000_2";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";"Submachine Gun";;
"rpk_16_shop";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";;
"rpk_16_0";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";"5.45x39mm Ruchnoy Pulemyot Kalashnikova 2016, RPK-16";;
"rpk_16_1";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";"RPK-16";;
"rpk_16_2";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";;
"rpk_74m_shop";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";;
"rpk_74m_0";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";"5.45x39mm Modernizirovannyj Ruchnoy Pulemyot Kalashnikova 1974, RPK-74M (6P39)";;
"rpk_74m_1";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";"RPK-74M";;
"rpk_74m_2";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";"Light Machine Gun";;
"svd_shop";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";;
"svd_0";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";"7.62x54mmR Snayperskaya Vintovka Dragunova, SVD (6V1)";;
"svd_1";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";"SVD";;
"svd_2";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";;
"svd_m_shop";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";;
"svd_m_0";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";"7.62x54mmR Modernizirovannyj Snayperskaya Vintovka Dragunova, SVDM (6V1M)";;
"svd_m_1";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";"SVDM";;
"svd_m_2";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";"Designated Marksman Rifle";;
"vssm_vintorez_shop";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";;
"vssm_vintorez_0";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";"9x39mm Modernizirovannyj Vintóvka Snáyperskaya Spetsiálnaya, VSSM Vintorez (6P29M)";;
"vssm_vintorez_1";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";"VSSM";;
"vssm_vintorez_2";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";"Assault rifle";;
//drones//
"uav_inf_fpv_strike_drone_shop";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";;
"uav_inf_fpv_strike_drone_0";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";"Quadcopter Type First Person View Strike Unmanned Aerial Vehicle";;
"uav_inf_fpv_strike_drone_1";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";"Quadcopter FPV Strike UAV";;
"uav_inf_fpv_strike_drone_2";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";;
"uav_inf_strike_drone_shop";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";;
"uav_inf_strike_drone_0";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";"Fixed-Wing Type First Person View Strike Unmanned Aerial Vehicle";;
"uav_inf_strike_drone_1";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";"Fixed-Wing FPV Strike UAV";;
"uav_inf_strike_drone_2";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";"Strike UAV";;
"uav_inf_recon_drone_shop";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";;
"uav_inf_recon_drone_0";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";"421-16EM Reconnaissance Unmanned Aerial Vehicle";;
"uav_inf_recon_drone_1";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";"421-16EM";;
"uav_inf_recon_drone_2";"Scout UAV";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";"Scout";;
//equipment//
"weapons/infantry_empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";"Empty";;
"weapons/ammo_box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";;
"ammo_box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";"Ammo box";;
"weapons/ammo_box/desc";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";"Allows all allies to refill ammo in battle. Ammo is limited.";;
"weapons/explosives_box_item";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";;
"explosives_box_item";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";"Explosives box";;
