"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"title/title_jgsdf_girls";"JGSDF Girls";"Filles de la JGSDF";"Ragazze dell'Esercito Giapponese";"JGSDF-Mädchen";"Chicas de la JGSDF";"JGSDF Girls";"JGSDF Girls";"JGSDF Girls";"JGSDF Kızları";"陆\t自\t娘";"陸自娘";"JGSDF Girls";"Дівчата JGSDF";"JGSDF Girls";"JGSDF Girls";"JGSDF 걸즈";"JGSDF Girls";"JGSDF Girls";"JGSDF Girls";"JGSDF Girls";"Những cô gái JGSDF";;
"title/title_judgment_day";"Judgment Day";"Jugement dernier";"Giorno del Giudizio";"Tag des Jüngsten Gerichts";"Día del Juicio Final";"Судный день";"Judgment Day";"Judgment Day";"Kıyamet Günü";"审\t判\t日";"Judgment Day";"Judgment Day";"День правосуддя";"Judgment Day";"Judgment Day";"심판의 날";"Судный день";"Judgment Day";"Judgment Day";"Judgment Day";"Ngày Phán xét";;
"title_judgment_day/desc";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";"<color=#CCA43B>Awarded for:</color> BMPT-72 pre-order";;

"title/title_jungle_warrior";"Jungle Warrior";"Guerrier de la Jungle";"Guerriero della Giungla";"Dschungelkrieger";"Guerrero de la Jungla";"Воин джунглей";"Wojownik Dżungli";"Válečník z džungle";"Cangıl Savaşçısı";"丛\t林\t勇\t士";"Jungle Warrior";"Guerreiro da Selva";"Воїн джунглів";"Jungle Warrior";"Dzsungelharcos";"정글의 전사";"Jungle Warrior";"Jungle Warrior";"叢\t林\t勇\t士";"Jungle Warrior";"Chiến binh rừng xanh";;
"title_jungle_warrior/desc";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";"<color=#CCA43B>Awarded for:</color> ␗M4A4 «1st PTG» pre-order";;

"title/title_kate_fan";"Kate's fan";"Fan de Kate";"Fan di Kate";"Fan von Kate";"Fan de Kate";"Фанат Кейт";"Fan Kate";"Kate's fan";"Kate Hayranı";"凯\t特\t粉\t丝";"ケイト\t推し";"Kate's fan";"Фанат Кейт";"Kate's fan";"Kate's fan";"케이트가 나의 최애";"Фанат Кейт";"Kate's fan";"Kate's fan";"Kate's fan";"Fan của Kate";;
"title/title_key_to_victory";"Technological Supremacy Dictates the Battle in the Sky";"La Suprématie de la Technologie Dicte le Combat Aérien";"Dettami della Supremazia Tecnologica nelle Battaglie Aeree";"Technologische Überlegenheit diktiert die Schlacht am Himmel";"La Supremacía Tecnológica Dicta la Batalla en el Cielo";"Ключ к победе";"Przewaga Technologiczna Rządzi Bitwą w Powietrzu";"Technologická převaha diktuje bitvu na obloze";"Teknolojik Üstünlük Göklerdeki Savaşa Hükmeder";"科\t学\t技\t术\t是\t空\t战\t胜\t利\t之\t本";"空の\t勝利は\t技術にあり";"A chave para a vitória no céu é a tecnologia";"Ключ до перемоги";"Technological Supremacy Dictates the Battle in the Sky";"Az égi győzelem kulcsa a technológia";"제공권 장악의 열쇠는 과학기술에서 나온다";"Technological Supremacy Dictates the Battle in the Sky";"Technological Supremacy Dictates the Battle in the Sky";"科\t學\t技\t術\t是\t空\t戰\t勝\t利\t之\t本";"Technological Supremacy Dictates the Battle in the Sky";"Sự thống trị của Công nghệ Quyết định Trận chiến trên không";;
"title/title_knight_of_the_azure_sky";"Knight of the Azure Sky";"Chevalier du Ciel Azur";"Cavaliere del Cielo Azzurro";"Ritter des Azurblauen Himmel";"Caballero del Cielo Azul";"Knight of the Azure Sky";"Rycerz Lazurowego Nieba";"Rytíř azurového nebe";"Mavi Göklerin Şövalyesi";"碧\t空\t骑\t士";"蒼穹の\t騎士";"Knight of the Azure Sky";"Knight of the Azure Sky";"Knight of the Azure Sky";"Knight of the Azure Sky";"청명한 하늘의 기사";"Knight of the Azure Sky";"Knight of the Azure Sky";"長\t空\t衛\t士";"Knight of the Azure Sky";"Hiệp sĩ của bầu trời xanh";;
"title/title_knight_of_the_north";"Knight of the North";"Chevalier du Nord";"Cavaliere del Nord";"Ritter des Nordens";"Caballero del Norte";"Рыцарь Севера";"Wojownik Północy";"Rytíř severu";"Kuzeyin Şövalyesi";"北\t方\t骑\t士";"Knight of the North";"Cavaleiro do Norte";"Лицар Півночі";"Knight of the North";"Észak lovagja";"북쪽의 기사";"Knight of the North";"Knight of the North";"北\t方\t騎\t士";"Knight of the North";"Kỵ sỹ phương Bắc";;
"title_knight_of_the_north/desc";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";"<color=#CCA43B>Awarded for:</color> ☨Vautour IIA pre-order";;

"title/title_last_legionnaire";"The Last Legionnaire";"Le dernier légionnaire";"L'Ultimo Legionario";"Der letzte Legionär";"El Último Legionario";"Последний легионер";"Ostatni Legionista";"Poslední legionář";"Son Lejyoner";"最\t后\t的\t军\t团\t战\t士";"The Last Legionnaire";"O Último Legionário";"Останній легіонер";"The Last Legionnaire";"The Last Legionnaire";"최후의 외인부대원";"Последний легионер";"The Last Legionnaire";"The Last Legionnaire";"The Last Legionnaire";"Người lính Lê dương Cuối cùng";;
"title_last_legionnaire/desc";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №XVIII ""The Last Legionnaire""";;

"title/title_league_champion";"War Thunder League Champion";"Champion de la War Thunder League";"Campione della War Thunder League";"War Thunder League Champion";"Campeón de War Thunder League";"Чемпион Лиги War Thunder";"Czempion Ligi War Thunder";"War Thunder League Champion";"War Thunder League Şampiyonu";"War Thunder 联\t赛\t冠\t军";"War Thunder League Champion";"Campeão da War Thunder League";"Чемпіон Ліги War Thunder";"War Thunder League Champion";"War Thunder League bajnoka";"워 썬더 리그 챔피언";"War Thunder League Champion";"War Thunder League Champion";"War Thunder 聯\t賽\t冠\t軍";"War Thunder League Champion";"Nhà Vô Địch Giải Đấu War Thunder";;
"title/title_league_winner";"War Thunder League Winner";"Vainqueur de la War Thunder League";"Vincitore della War Thunder League";"War Thunder League Gewinner";"Ganador de War Thunder League";"Победитель Лиги War Thunder";"Zwycięzca War Thunder League";"War Thunder League Winner";"War Thunder League Kazananı";"War Thunder 联\t赛\t获\t胜\t者";"War Thunder League Winner";"Vencedor da War Thunder League";"Переможець Ліги War Thunder";"War Thunder League Winner";"War Thunder League győztese";"워 썬더 리그 승자";"War Thunder League Winner";"War Thunder League Winner";"War Thunder 聯\t賽\t獲\t勝\t者";"War Thunder League Winner";"Nhà vô địch Giải đấu War Thunder";;
"title/title_legionnaire";"Legionnaire";"Légionnaire";"Legionario";"Legionär";"Legionario";"Легионер";"Legionista";"Legionář";"Lejyoner";"军\t团\t战\t士";"Legionnaire";"Legionário";"Легіонер";"Legionar";"Légiós";"부대원";"Легіянер";"Legionnaire";"軍\t團\t戰\t士";"Legionnaire";"Người lính đoàn";;
"title_legionnaire/desc";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";"<color=#CCA43B>Awarded for:</color> C.R.32 Bis pre-order";;

"title/title_let_the_shells_fly";"Let the Shells Fly";"Let the Shells Fly";"Facciamo volare proiettili";"Lasst die Granaten fliegen";"Let the Shells Fly";"Пусть летят снаряды";"Pozwól Lecieć Łuskom";"Let the Shells Fly";"Mermiler Uçsun";"让\t榴\t弹\t飞";"Let the Shells Fly";"Let the Shells Fly";"Нехай летять снаряди";"Let the Shells Fly";"Let the Shells Fly";"포탄이 있으라";"Пусть летят снаряды";"Let the Shells Fly";"讓\t炮\t彈\t飛";"Let the Shells Fly";"Hãy để viên đạn bay";;
"title/title_lets_go";"Let’s go!";"En avant!";"Andiamo!";"Let’s go!";"¡Vámos!";"Поехали!";"Idziemy!";"Jdeme na to!";"Hadi!";"我\t出\t发\t了！";"Let’s go!";"Vamos!";"Поїхали!";"Let’s go!";"Gyerünk!";"가자!";"Let’s go!";"Let’s go!";"我\t出\t發\t了！";"Let’\ts go!";"Chiến nào!";;
"title/title_liberator";"Liberator";"Libérateur";"Liberatore";"Befreier";"Liberador";"Освободитель";"Wyzwoliciel";"Osvoboditel";"Özgürleştirici";"解\t放\t者";"Liberator";"Liberator";"Визволитель";"Liberator";"Liberator";"해방자";"Освободитель";"Liberator";"解\t放\t者";"Liberator";"Người giải phóng";;
"title/title_lightning_attack";"Lightning attack";"Attaque éclair";"Attacco Lampo";"Blitzangriff";"Ataque Relámpago";"Молниеносная атака";"Lightning attack";"Lightning attack";"Yıldırım Saldırısı";"闪\t电\t奇\t袭";"Lightning attack";"Lightning attack";"Атака блискавки";"Lightning attack";"Lightning attack";"번개같은 기습";"Молниеносная атака";"Lightning attack";"Lightning attack";"Lightning attack";"Tấn công chớp nhoáng";;
"title_lightning_attack/desc";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";"<color=#CCA43B>Awarded for:</color> Nagato pre-order";;

"title/title_ling_fan";"Ling's fan";"Fan de Ling";"Fan di Ling";"Fan of Ling";"Fan de Ling";"Фанат Лин";"Fan of Ling";"Fan of Ling";"Ling Hayranı";"阿\t翎\t粉\t丝";"Fan of Ling";"Fan of Ling";"Фанат Лінг";"Fan of Ling";"Fan of Ling";"Fan of Ling";"Фанат Лин";"Fan of Ling";"Fan of Ling";"Fan of Ling";"Fan của Ling";;
"title/title_lion_cub";"Lion Cub";"Lionceau";"Cucciolo di Leone";"Löwenjunges";"Cachorro de León";"Львёнок";"Lwiątko";"Lvíče";"Aslan Yavrusu";"幼\t狮";"Lion Cub";"Lion Cub";"Левеня";"Lion Cub";"Lion Cub";"아기 사자";"Львёнок";"Lion Cub";"幼\t獅";"Lion Cub";"Sư tử con";;
"title_lion_cub/desc";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";"<color=#CCA43B>Awarded for:</color> Kfir C «109 Sqn» pre-order";;

"title/title_lionhearted";"Lionhearted";"Coeur de Lion";"Cuor di Leone";"Löwenherz";"Corazón de León";"Неустрашимый";"Lwie Serce";"Lví srdce";"Aslan Yürekli";"狮\t心\t骑\t士";"Lionhearted";"Coração de Leão";"Безстрашний";"Lionhearted";"Oroszlánszívű";"라이온 하트";"Lionhearted";"Lionhearted";"狮\t心\t騎\t士";"Lionhearted";"Mạo hiểm";;
"title/title_lizard";"Lizard";"Lézard";"Lucertola";"Eidechse";"Lagarto";"Ящер";"Jaszczur";"Ještěrka";"Kertenkele";"蜥\t蜴\t人";"Lizard";"Lagarto";"Ящір";"Lizard";"Lizard";"도마뱀";"Ящер";"Lizard";"蜥\t蜴\t人";"Lizard";"Thằn lặn";;
"title/title_long_lance";"Long Lance";"Long Lance";"Lancia Lunga";"Lange Lanze";"Lanza Larga";"Длинное копье";"Długa Lanca";"Dlouhé kopí";"Uzun Mızrak";"深\t海\t长\t矛";"ロング・ランス";"Long Lance";"Довгий спис";"Long Lance";"Long Lance";"장창";"Long Lance";"Long Lance";"深\t海\t長\t矛";"Long Lance";"Long Lance";;
"title_long_lance/desc";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";"<color=#CCA43B>Awarded for:</color> Kiyoshimo pre-order";;

"title/title_loongs_awakening";"Loong's Awakening";"Loong's Awakening";"Il risveglio di Loong";"Loong's Erwachen";"El Despertar del Loong";"Пробуждение дракона";"Przebudzenie Loonga";"Loong's Awakening";"Loong'un Uyanışı";"巨\t龙\t觉\t醒";"Loong's Awakening";"O Despertar de Loong";"Пробудження Лунга";"Loong's Awakening";"Loong's Awakening";"용의 태동";"Пробуждение дракона";"Loong's Awakening";"巨\t龍\t覺\t醒";"Loong's Awakening";"Rồng Thức Tỉnh";;
"title/title_loot_carrier";"Loot carrier";"Transporteur de butin";"Trasporta Bottino";"Beuteträger";"Transportador de botín";"Лутовоз";"Tragarz";"Loot carrier";"Ganimet Taşıyıcı";"废\t土\t之\t光";"Loot carrier";"Loot carrier";"Лутовіз";"Loot carrier";"Loot carrier";"전리품 운반자";"Лутовоз";"Loot carrier";"廢\t土\t之\t光";"Loot carrier";"Xe chở hàng";;
"title/title_loyal";"Loyal";"Loyal";"Leale";"Loyal";"Leal";"Преданный";"Lojalny";"Loajální";"Sadık";"忠\t贞\t不\t渝";"Loyal";"Leal";"Відданий";"Loyal";"Hűséges";"충성";"Адданы";"Loyal";"忠\t誠\t之\t心";"Loyal";"Trung thành";;
"title/title_lucky_ship";"Lucky Ship";"Navire chanceux";"Nave Fortunata";"Glücksschiff";"Barco Afortunado";"Lucky Ship";"Szczęśliwy Okręt";"Lucky Ship";"Şanslı Gemi";"幸\t运\t舰";"幸運艦";"Lucky Ship";"Щасливий корабель";"Lucky Ship";"Lucky Ship";"행운의 함선";"Lucky Ship";"Lucky Ship";"Lucky Ship";"Lucky Ship";"Con tàu may mắn";;
"title/title_mad_as_a_hornet";"Mad as a Hornet";"Fou du village";"Matto come un Calabrone";"Wütend wie eine Hornisse";"Mad as a Hornet";"Злой как шершень";"Wściekły jak Szerszeń";"Mad as a Hornet";"Eşek Arısı Gibi Çılgın";"凌\t厉\t狂\t蜂";"Mad as a Hornet";"Mad as a Hornet";"Злий як шершень";"Mad as a Hornet";"Mad as a Hornet";"말벌의 광기";"Злой как шершень";"Mad as a Hornet";"Mad as a Hornet";"Mad as a Hornet";"Điên như một con ong bắp cày";;
"title/title_maestro";"Maestro";"Maestro";"Maestro";"Maestro";"Maestro";"Маэстро";"Maestro";"Maestro";"Maestro";"战\t斗\t大\t师";"Maestro";"Maestro";"Маестро";"Maestro";"Maestro";"지휘자";"Maestro";"Maestro";"戰\t鬥\t大\t師";"Maestro";"Nhạc trưởng";;
"title/title_mans_dignity";"Man's Dignity";"Reste Digne";"Dignità Umana";"Manneswürde";"Dignidad del Hombre";"Man's Dignity";"Godność Człowieka";"Mužská důstojnost";"Bir Adamın Onuru";"挽\t尊";"男の\t尊厳";"Man's Dignity";"Man's Dignity";"Man's Dignity";"Man's Dignity";"남자의 자존심";"Man's Dignity";"Man's Dignity";"一\t個\t人\t的\t尊\t嚴";"Man's Dignity";"Nhân phẩm của người";;
"title/title_maria_fan";"Maria's fan";"Fan de Maria";"Fan di Maria";"Fan von Maria";"Fan de Maria";"Фанат Марии";"Fan Marii";"Maria's fan";"Maria Hayranı";"玛\t丽\t亚\t粉\t丝";"マリア\t推し";"Maria's fan";"Фанат Марії";"Maria's fan";"Maria's fan";"마리아가 나의 최애";"Фанат Марии";"Maria's fan";"Maria's fan";"Maria's fan";"Fan của Maria";;
"title/title_master_harpooner";"Master Harpooner";"Maître harponneur";"Maestro Arpionatore";"Meister-Harpunier";"Maestro Arponero";"Мастер-гарпунщик";"Mistrz Harpunu";"Mistr harpuny";"Zıpkın Ustası";"炸\t鱼\t高\t手";"熟練砲手";"Arpoador Mestre";"Майстер-гарпунер";"Master Harpooner";"Master Harpooner";"전설 속 어부";"Мастер-гарпунщик";"Master Harpooner";"炸\t魚\t高\t手";"Master Harpooner";"Thợ săn đại dương";;
