"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"loading/aircraft/newbie/tip12";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";"Don't forget to lead your target when firing. The lead angle is displayed along the target's flight path in arcade.";;
"loading/aircraft/newbie/tip14";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";"Try to aim for a bomber's engines. It won't get far without them.";;
"loading/aircraft/tip18";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";"The farther from your target you drop your torpedo, the more likely the target will be able to dodge it.";;
"loading/aircraft/newbie/tip19";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";"The optimal distance for launching torpedoes is about one kilometer from the target.";;
//NOT SO SERIOUS TIPS//
"loading/aircraft/tip24";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";"Want to rewrite history? Try the Dynamic Campaign!";;
"loading/aircraft/tip25";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";"Want more? You can try different scenarios in the Mission Editor.";;
"loading/aircraft/tip26";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";"Try to come back alive - your country needs you.";;
"loading/aircraft/tip27";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";"Too many missions? This is what you signed up for, pilot!";;
"loading/aircraft/tip28";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";"You should have no problem landing; what goes up must come down... eventually.";;
"loading/aircraft/tip31";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";"Don’t wait to love until you’re too old, and don’t wait to brake until you’re out of landing strip!";;
"loading/aircraft/tip32";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";"It’s better to fly badly than to fall well.";;
"loading/aircraft/tip33";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";"Fly timidly and you won’t get very far.";;
"loading/aircraft/tip34";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";"The effectiveness of enemy aircraft attacks is about 50%, ground-based anti-aircraft attacks, 70%, and a cold, hard slam into the earth - 100%.";;
"loading/aircraft/tip35";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";"One wing is good, but two are better.";;
"loading/aircraft/tip36";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";"Have a pleasant flight!";;
"loading/aircraft/tip38";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";"One of the most famous pilots of the La-5FN, Aleksei Maresyev, remained an aviator despite the loss of his legs.";;
"loading/aircraft/tip44";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";"The Arado Ar.234 was designed to be a scout plane. Its initial plans did not hold any bombs, just a non-retractable 3-wheeled landing gear.";;
"loading/aircraft/tip45";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";"The Swordfish was nicknamed the ""stringbag"" because of its construction, a couple of decades out of date when it began to serve in combat.";;
"loading/aircraft/tip46";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";"Because of the shape of its fuselage, the P-47 earned the nickname ""Jug"".";;
"loading/aircraft/tip48";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";"General Bennett once remarked that the ""Mosquito"" (FB.Mk.VI) had only one drawback: the Air Force never had enough of them.";;
