"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"modification/mi_35_9M120_8";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";"APU-8/4-U 8 Ataka";;
"modification/mi_35_9M120_8/desc";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";"Allows the installation of additional 9M120 missiles.";;
"modification/mi_35_9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";"9M39";;
"modification/mi_35_9M39/desc";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";"Allows the installation of 9M39 Igla missiles.";;
"modification/mi_35_su_9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";"9M120";;
"modification/mi_35_su_9M120/desc";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";"Allows the installation of 9M120 missiles.";;
"modification/mi_4_fab_100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";;
"modification/mi_4_fab_100/desc";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";;
"modification/mi_8_su_9M14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";"9М14";;
"modification/mi_8_su_9M14/desc";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";"Allows the installation of 9M14 missiles.";;
"modification/mig_15_ish_fab_100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";"FAB-100";;
"modification/mig_15_ish_fab_100/desc";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";"Allows the installation of 100 kg bombs.";;
"modification/mig_15_ish_fab_250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";"FAB-250";;
"modification/mig_15_ish_fab_250/desc";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";"Allows for the installation of bombs weighing up to 250kg.";;
"modification/mig_15_ish_fab_500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";"FAB-500";;
"modification/mig_15_ish_fab_500/desc";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";"Allows for the installation of bombs weighing up to 500kg.";;
"modification/mig_15bis_ish_c1of";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";"ORO-212";;
"modification/mig_15bis_ish_c1of/desc";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";"Allows the installation of TRS-212 unguided rockets.";;
"modification/mig_19_pl2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";"PL-2";;
"modification/mig_19_pl2/desc";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";"Allows the installation of PL-2 air-to-air missiles.";;
"modification/mig_19_r13m";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";"R-13M";;
"modification/mig_19_r13m/desc";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";"Allows the installation of R-13M air-to-air missiles.";;
"modification/mig_19_r3s";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";"R-3S";;
"modification/mig_19_r3s/desc";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";"Allows the installation of R-3S air-to-air missiles.";;
"modification/mig_21_r3r";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";"R-3R";;
"modification/mig_21_r3r/desc";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";"Allows the installation of R-3R air-to-air missiles.";;
"modification/mig_21_ub16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";"UB-16";;
"modification/mig_21_ub16/desc";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";"Allows the installation of additional S-5 unguided rockets.";;
"modification/mig_21_ub32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";"UB-32";;
"modification/mig_21_ub32/desc";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";"Allows the installation of additional S5 unguided rockets.";;
"modification/mig_21_x66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";"Kh-66";;
"modification/mig_21_x66/desc";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";"Allows the installation of Kh-66 guided missiles.";;
"modification/mig_23_r_23";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";"R-23R/T";;
"modification/mig_23_r_23/desc";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";"Allows the installation of R-23R / R-23T air-to-air missiles.";;
"modification/mig_23_r_23r";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";"R-23R";;
"modification/mig_23_r_23r/desc";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";"Allows the installation of R-23R air-to-air missiles.";;
"modification/mig_23_r_23t";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";"R-23T";;
"modification/mig_23_r_23t/desc";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";"Allows the installation of R-23T air-to-air missiles.";;
"modification/mig_23_r_24";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";"R-24R/T";;
"modification/mig_23_r_24/desc";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";"Allows the installation of R-24R / R-24T air-to-air missiles.";;
"modification/mig_23_r_24r";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";"R-24R";;
"modification/mig_23_r_24r/desc";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";"Allows the installation of R-24R air-to-air missiles.";;
"modification/mig_23_r_24t";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";"R-24T";;
